Species,subspecies,Specimen #,Measurer,Collection,Collection Year,Collection Month,Collection Day,Country,State/province,County/District,Locality,Elevation,BL Average,BW Average,BD Average,Tarsus Average,Kipp's Average,WC Average,Tail,Age,Sex
Tyrannus forficatus,null,151634,MM,Royal Ontario Museum,1978,10,30,Canada,Ontario,Thunder Bay District,Redrock,null,13.835,7.14,6.015,19.525,45.965,124.14,234.025,Adult,Male
Tyrannus savana,savana,157607,MM,Royal Ontario Museum,null,null,null,Argentina,Buenos Aires Province,null,San Clemente del Tuyo,null,null,null,null,18.19,40.69,111.68,null,Adult,Male
Tyrannus melancholicus,satrapa,249661,MM,Royal Ontario Museum,1972,5,15,Costa Rica,Heredia Province,null,10 km N Montana Azul,null,null,null,null,19.04,27.76,112.82,90.88,Adult,Female
Tyrannus melancholicus,melancholicus,3391675,MM,Royal Ontario Museum,1898,8,28,Ecuador,null,null,null,null,17.055,9.525,7.265,18.225,31.045,111.535,92.97,Adult,Male
Tyrannus savana,savana,3391676,MM,Royal Ontario Museum,null,null,null,Argentina,Buenos Aires Province,null,La Plata,null,null,6.725,4.77,17.655,32.09,104.205,227.787,Adult,Female
Tyrannus savana,savana,30621450,MM,Royal Ontario Museum,null,null,null,null,null,null,null,null,10.91,6.35,null,18.32,31.315,98.64,206.073,SecondYear,Male
Tyrannus vociferans,vociferans,7389,MM,Smithsonian National Museum of Natural History,null,null,null,null,null,null,null,null,17.11,8.59,7.815,20.575,null,null,90.97,Adult,Female
Tyrannus vociferans,vociferans,7390,MM,Smithsonian National Museum of Natural History,null,null,null,null,null,null,null,null,15.34,8.735,null,20.555,39.78,132.095,94.86,Adult,Male
Tyrannus vociferans,unknown,7938,MM,Smithsonian National Museum of Natural History,null,null,null,null,null,null,null,null,13.625,8.175,7.595,19.335,36.315,127.05,null,Adult,Unknown
Tyrannus caudifasciatus,bahamensis,11948,MM,Smithsonian National Museum of Natural History,null,null,null,null,null,null,null,null,20.295,9.435,7.33,22.585,24.665,108.215,83.19,Adult,Unknown
Tyrannus vociferans,vociferans,16942,MM,Smithsonian National Museum of Natural History,null,null,null,null,null,null,null,null,15.255,9.62,7.47,20.02,31.225,119.03,null,HatchYear,Female
Tyrannus caudifasciatus,jamaicensis,22138,MM,Smithsonian National Museum of Natural History,null,null,null,Jamaica,Saint Catherine,null,"Spanish Town, Near",null,21.05,null,null,21.475,null,null,null,Adult,Unknown
Tyrannus vociferans,vociferans,26418,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,Baja California Sur,null,Todo Santos,null,18.26,8.785,null,20.105,null,null,null,Adult,Male
Tyrannus crassirostris,crassirostris,29401,MM,Smithsonian National Museum of Natural History,1863,1,null,Mexico,Colima,null,"Colima, Plains of",null,20.34,12.2,10.305,21.125,40.41,136.905,104.22,Adult,Male
Tyrannus vociferans,vociferans,29539,MM,Smithsonian National Museum of Natural History,null,null,null,Costa Rica,null,null,null,null,null,8.645,null,18.56,null,null,null,Adult,Unknown
Tyrannus caudifasciatus,caudifasciatus,29605,MM,Smithsonian National Museum of Natural History,null,null,null,Cuba,null,null,null,null,19.145,8.75,7.455,21.46,25.13,103.87,86.47,Adult,Unknown
Tyrannus caudifasciatus,jamaicensis,30257,MM,Smithsonian National Museum of Natural History,1968,8,1,Jamaica,Saint Catherine,null,Near Spanish Town,null,19.07,8.89,6.55,20.815,20.995,101.12,88.5,HatchYear,Male
Tyrannus caudifasciatus,jamaicensis,30258,MM,Smithsonian National Museum of Natural History,1868,8,1,Jamaica,Saint Catherine,null,Near Spanish Town,null,17.085,8.705,6.285,22.035,20.985,95.04,78.54,HatchYear,Male
Tyrannus vociferans,vociferans,30798,MM,Smithsonian National Museum of Natural History,null,null,null,Guatemala,Baja Verapaz,null,Salama,null,15.71,8.945,6.75,19.34,42.605,134.97,94.33,Adult,Male
Tyrannus caudifasciatus,caudifasciatus,33071,MM,Smithsonian National Museum of Natural History,null,null,null,Cuba,null,null,null,null,18.385,9.385,7.495,22.93,21.14,103.59,86.23,Adult,Male
Tyrannus crassirostris,unknown,34043,MM,Smithsonian National Museum of Natural History,1862,6,null,Mexico,Sinaloa,null,Rio Mazatlan,null,null,13.13,11.17,20.01,null,null,null,Adult,Female
Tyrannus cubensis,null,34237,MM,Smithsonian National Museum of Natural History,1863,12,null,Cuba,null,null,Remedios,null,26.88,13.76,12.12,22.075,33.835,132.195,100.69,Adult,Female
Tyrannus caudifasciatus,caudifasciatus,34489,MM,Smithsonian National Museum of Natural History,null,null,null,Cuba,null,null,null,null,19.075,9.26,7.13,22.015,21.59,103.78,null,Adult,Male
Tyrannus caudifasciatus,jamaicensis,37628,MM,Smithsonian National Museum of Natural History,1865,null,null,Jamaica,Saint Catherine,null,Spanish Town,null,21.105,9.375,7.14,22.24,23.425,98.66,84.79,Adult,Male
Tyrannus caudifasciatus,jamaicensis,38081,MM,Smithsonian National Museum of Natural History,1865,3,null,Jamaica,Saint Catherine,null,Spanish Town,null,20.205,9.025,6.77,21.335,23.88,100.395,null,Adult,Female
Tyrannus caudifasciatus,jamaicensis,38082,MM,Smithsonian National Museum of Natural History,null,null,null,Jamaica,Saint Catherine,null,Spanish Town,null,20.355,9.185,7.22,22.96,null,null,82.55,Adult,Unknown
Tyrannus caudifasciatus,jamaicensis,38083,MM,Smithsonian National Museum of Natural History,1865,3,null,Jamaica,Saint Catherine,null,Spanish Town,null,21.075,8.75,6.975,21.38,24.845,102.47,84.45,Adult,Unknown
Tyrannus vociferans,vociferans,38191,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,Veracruz-Llave,null,Orizaba,null,14.465,8.515,6.86,19.33,35.325,127.235,89.05,Adult,Unknown
Tyrannus vociferans,vociferans,39457,MM,Smithsonian National Museum of Natural History,null,null,null,United States of America,California,San Francisco,San Francisco,null,16.12,9.12,7.4,20.185,null,null,89.33,Adult,Unknown
Tyrannus vociferans,vociferans,49586,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,null,null,null,null,14.065,8.605,6.595,21.015,39.11,129.72,91.1,Adult,Unknown
Tyrannus crassirostris,unknown,52806,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,Sinaloa,null,Mazatlan,null,20.445,12.23,null,20.65,42.2,134.7,101.93,Adult,Male
Tyrannus crassirostris,unknown,52807,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,Sinaloa,null,Mazatlan,null,null,11.83,10.76,21.375,39.56,130.74,94.74,SecondYear,Female
Tyrannus crassirostris,crassirostris,57621,MM,Smithsonian National Museum of Natural History,1868,12,1,Mexico,Oaxaca,null,"Tehuantepec, Chihuitan",null,19.115,12.01,10.12,20.305,32.82,125.675,94.11,Adult,Female
Tyrannus crassirostris,crassirostris,57628,MM,Smithsonian National Museum of Natural History,1868,11,24,Mexico,Oaxaca,null,Tehuantepec,null,20.7,13.22,10.94,20.555,37.98,125.51,89.8,Adult,Unknown
Tyrannus verticalis,null,58800,MM,Smithsonian National Museum of Natural History,1869,4,29,null,null,null,null,null,14.36,8.435,7.175,20.115,35.345,119.005,86.02,Adult,Female
Tyrannus crassirostris,pompalis,60066,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,null,null,null,null,null,11.81,null,20.345,35.295,129.765,98.12,Adult,Female
Tyrannus vociferans,vociferans,70645,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,Baja California,null,Santa Tomas,null,15.35,9.265,7.4,null,null,null,92.19,Adult,Unknown
Tyrannus vociferans,vociferans,71196,MM,Smithsonian National Museum of Natural History,null,null,null,Mexico,null,null,Valley of Mexico,null,14.615,8.05,6.28,19.135,35.96,123.51,null,Adult,Male
Tyrannus caudifasciatus,bahamensis,71378,MM,Smithsonian National Museum of Natural History,1902,2,2,Bahamas,New Providence,New Providence District,null,null,null,10.195,7.265,22.54,26.705,111.57,88.21,Adult,Unknown
Tyrannus caudifasciatus,gabbii,77909,MM,Smithsonian National Museum of Natural History,null,null,null,Dominican Republic,null,null,null,null,18.09,8.725,6.51,22.14,null,null,null,HatchYear,Unknown
Tyrannus vociferans,vociferans,80438,MM,Smithsonian National Museum of Natural History,null,null,null,United States of America,Wyoming,Albany,Laramie,null,14.1,8.355,7.55,19.6,null,null,null,Adult,Unknown
Tyrannus caudifasciatus,gabbii,82486,MM,Smithsonian National Museum of Natural History,1881,3,9,Haiti,null,null,Le Coup,null,17.335,8.685,6.62,19.54,null,101.12,null,Adult,Male
Tyrannus verticalis,null,98423,MM,Smithsonian National Museum of Natural History,1884,4,7,United States,California,Tehama,Red Bluff,null,13.065,7.2,6.24,18.885,38.11,120.57,85.86,Adult,Female
Tyrannus vociferans,vociferans,101425,MM,Smithsonian National Museum of Natural History,null,null,null,United States of America,Arizona,null,null,null,14,7.9,5.89,18.165,32.775,119.88,86.69,HatchYear,Unknown
Tyrannus caudifasciatus,jamaicensis,106132,MM,Smithsonian National Museum of Natural History,1865,2,null,Jamaica,Saint Ann,null,Moneague,null,21.315,9.835,7.645,22.035,22.955,100.77,83.29,Adult,Male
Tyrannus caudifasciatus,jamaicensis,106133,MM,Smithsonian National Museum of Natural History,1865,2,null,Jamaica,Saint Ann,null,Moneague,null,21.54,9.06,7.205,21.875,24.065,104.195,85.38,SecondYear,Female
Tyrannus caudifasciatus,taylori,106134,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,20.635,9.905,7.675,24.355,25.67,109.15,87.57,Adult,Unknown
Tyrannus caudifasciatus,taylori,106135,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,20.74,10.14,7.855,23.08,27.14,112.015,92.51,Adult,Unknown
Tyrannus caudifasciatus,taylori,106136,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,20.685,10.09,7.73,23.825,24.18,111.785,92.43,SecondYear,Unknown
Tyrannus caudifasciatus,taylori,106137,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,19.73,10.185,7.57,23.985,24.725,112.75,86.91,Adult,Unknown
Tyrannus caudifasciatus,taylori,106138,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,20.965,10.325,8.005,23.62,24.19,111.805,91.17,SecondYear,Unknown
Tyrannus caudifasciatus,taylori,106139,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,22.085,10.74,8.17,24.355,23.98,115.36,93.12,SecondYear,Unknown
Tyrannus cubensis,null,106148,MM,Smithsonian National Museum of Natural History,null,null,null,Bahamas,null,null,"""Bahamas"" = Cuba",null,26.235,14.235,11.55,23.15,37.08,133.835,94.46,Adult,Unknown
Tyrannus caudifasciatus,bahamensis,107727,MM,Smithsonian National Museum of Natural History,1886,3,19,Bahamas,New Providence,New Providence District,null,null,19.165,9.09,7.795,22.55,26.28,109,88.76,Adult,Male
Tyrannus caudifasciatus,bahamensis,107728,MM,Smithsonian National Museum of Natural History,1886,3,19,Bahamas,New Providence,New Providence District,null,null,19.72,9.25,7.795,21.735,23.94,103.805,81.43,Adult,Female
Tyrannus caudifasciatus,bahamensis,108548,MM,Smithsonian National Museum of Natural History,1886,4,2,Bahamas,Abaco,Marsh Harbour District,null,null,19.78,9.825,7.7,22.5,null,null,null,Adult,Male
Tyrannus caudifasciatus,bahamensis,108550,MM,Smithsonian National Museum of Natural History,1886,4,5,Bahamas,Abaco,Marsh Harbour District,null,null,21.915,9.99,7.77,22.89,25.5,111.82,87.51,Adult,Male
Tyrannus caudifasciatus,bahamensis,108736,MM,Smithsonian National Museum of Natural History,1886,4,16,Bahamas,New Providence,New Providence District,null,null,19.79,9.815,7.565,22.445,22.305,102.085,83.38,Adult,Female
Tyrannus caudifasciatus,taylori,110473,MM,Smithsonian National Museum of Natural History,null,null,null,Puerto Rico,null,null,null,null,19.79,10.015,7.695,22.845,24.975,108.88,86.22,Adult,Unknown
Tyrannus caudifasciatus,jamaicensis,120074,MM,Smithsonian National Museum of Natural History,null,null,null,Cuba,null,null,null,null,19.035,9.23,7.035,21.745,23.98,101.89,83.32,Adult,Unknown
Tyrannus albogularis,null,121143,MM,Smithsonian National Museum of Natural History,1883,6,null,Brazil,Para,null,Santarem,null,15.24,8.36,null,17.765,31.66,105.49,90.68,Adult,Male
Tyrannus vociferans,vociferans,124411,MM,Smithsonian National Museum of Natural History,1883,12,20,United States,California,San Diego,San Diego,null,14.885,null,null,20.775,31.935,122.935,93.28,HatchYear,Unknown
Tyrannus vociferans,vociferans,129146,MM,Smithsonian National Museum of Natural History,null,null,null,United States,Arizona,null,"Santa Cruz River, W Patagonia Mountains",null,15.58,8.68,7.18,19.82,null,null,null,Adult,Female
Tyrannus albogularis,null,129407,MM,Smithsonian National Museum of Natural History,1883,2,24,Brazil,Mato Grosso,null,Chapada,null,15.535,8.565,null,16.055,null,null,null,Adult,Male
Tyrannus albogularis,null,129408,MM,Smithsonian National Museum of Natural History,1885,8,31,Brazil,Mato Grosso,null,Chapada,null,14.65,9.095,6.18,18.07,26.86,98.89,87.8,Adult,Male
Tyrannus verticalis,null,133693,MM,Smithsonian National Museum of Natural History,1894,4,18,Mexico,Baja California,null,"Gardeners Laguna, Salton River",null,12.315,7.79,6.805,19.63,35.245,120.305,85,SecondYear,Female
Tyrannus verticalis,null,140196,MM,Smithsonian National Museum of Natural History,1894,4,11,United States of America,California,Calaveras,Milton,null,11.575,7.61,6.42,18.9,37.02,116.665,79.56,Adult,Female
Tyrannus crassirostris,crassirostris,144898,MM,Smithsonian National Museum of Natural History,1893,1,5,Mexico,Morelos,null,Cuernavaca,null,19.545,11.985,10.225,20.02,35.975,125.075,94.72,Adult,Female
Tyrannus crassirostris,crassirostris,144899,MM,Smithsonian National Museum of Natural History,1894,6,21,Mexico,Oaxaca,null,Cerro San Felipe,null,20.125,12.33,10.115,19.635,null,null,null,Adult,Female
Tyrannus crassirostris,crassirostris,147616,MM,Smithsonian National Museum of Natural History,1871,12,null,Mexico,Oaxaca,null,"Tehuantepec, Tapana",null,20.885,12.465,10.75,20.29,41.105,131.52,98.25,Adult,Unknown
Tyrannus vociferans,vociferans,147619,MM,Smithsonian National Museum of Natural History,1866,null,null,Mexico,null,null,null,null,14.875,8.82,6.9,19.35,39.46,126.72,null,Adult,Male
Tyrannus crassirostris,crassirostris,157027,MM,Smithsonian National Museum of Natural History,1897,9,14,Mexico,Jalisco,null,Bolanos,null,null,null,null,20.585,34.035,121.16,92.77,HatchYear,Female
Tyrannus crassirostris,unknown,157408,MM,Smithsonian National Museum of Natural History,1897,7,17,Mexico,Sinaloa,null,Plomosas,null,19.83,12.385,10.335,21.01,null,null,null,Adult,Male
Tyrannus crassirostris,unknown,157409,MM,Smithsonian National Museum of Natural History,1897,7,18,Mexico,Sinaloa,null,Plomosas,null,20.35,13.465,10.415,20.245,null,null,null,Adult,Female
Tyrannus crassirostris,unknown,157410,MM,Smithsonian National Museum of Natural History,1897,7,18,Mexico,Sinaloa,null,Plomosas,null,15.33,null,null,20.835,26.49,113.705,null,HatchYear,Female
Tyrannus crassirostris,unknown,157411,MM,Smithsonian National Museum of Natural History,1897,7,18,Mexico,Sinaloa,null,Plomosas,null,16.025,null,null,19.965,25.825,113.05,84,HatchYear,Male
Tyrannus crassirostris,pompalis,164478,MM,Smithsonian National Museum of Natural History,1899,2,18,Mexico,Sinaloa,null,Culiacan,null,20.495,12.32,10.915,20.96,40.82,130.7,98.85,Adult,Male
Tyrannus crassirostris,pompalis,164479,MM,Smithsonian National Museum of Natural History,1899,4,10,Mexico,Sinaloa,null,"Mazatlan, Near",null,20.81,12.385,10.495,20.91,42.43,134.75,103.27,SecondYear,Male
Tyrannus crassirostris,pompalis,164480,MM,Smithsonian National Museum of Natural History,1899,4,6,Mexico,Sinaloa,null,"Mazatlan, Near",null,21.165,12.89,10.125,21.27,43.28,132.24,98.62,Adult,Male
Tyrannus caudifasciatus,taylori,168959,MM,Smithsonian National Museum of Natural History,1899,2,15,Puerto Rico,null,null,Hucaries,null,null,10.26,null,22.83,26.74,111.21,90.19,Adult,Female
Tyrannus caudifasciatus,taylori,168960,MM,Smithsonian National Museum of Natural History,1899,6,8,Puerto Rico,null,null,Caguas,null,19.71,9.9,7.61,22.485,23.105,114.955,null,Adult,Unknown
Tyrannus caudifasciatus,caudifasciatus,171151,MM,Smithsonian National Museum of Natural History,1899,null,null,Cuba,null,null,null,null,18.135,8.46,6.605,21.64,21.555,99.43,86.72,Adult,Unknown
Tyrannus caudifasciatus,caudifasciatus,171152,MM,Smithsonian National Museum of Natural History,1899,null,null,Cuba,null,null,null,null,18.965,null,null,22.975,21.165,102.05,null,Adult,Unknown
Tyrannus caudifasciatus,caudifasciatus,171153,MM,Smithsonian National Museum of Natural History,1899,null,null,Cuba,null,null,null,null,18.52,9.045,7.395,22.555,22.58,99.755,83.3,Adult,Unknown
Tyrannus caudifasciatus,caudifasciatus,171400,MM,Smithsonian National Museum of Natural History,1900,2,18,Cuba,null,null,Pinar Del Rio,null,19.26,9.165,null,23.35,22.89,104.295,84.78,Adult,Male
Tyrannus caudifasciatus,caudifasciatus,171401,MM,Smithsonian National Museum of Natural History,1900,2,21,Cuba,null,null,Pinar Del Rio,null,20.015,8.995,7.32,22.705,26.605,107.7,88.69,Adult,Male
Tyrannus caudifasciatus,caudifasciatus,171402,MM,Smithsonian National Museum of Natural History,1900,2,21,Cuba,null,null,Pinar Del Rio,null,19.835,8.74,7.345,22.09,25.92,104.755,87.27,Adult,Male
Tyrannus caudifasciatus,caudifasciatus,171403,MM,Smithsonian National Museum of Natural History,1900,2,22,Cuba,Pinar Del Rio,null,Pinar Del Rio,null,20.635,9.24,7.895,21.775,21.825,104.395,87.98,Adult,Female
Tyrannus caudifasciatus,caudifasciatus,171404,MM,Smithsonian National Museum of Natural History,1900,2,22,Cuba,null,null,Pinar Del Rio,null,19.165,9.04,7.04,22.41,25.005,103.765,85.9,SecondYear,Male
Tyrannus caudifasciatus,caudifasciatus,171405,MM,Smithsonian National Museum of Natural History,1900,2,23,Cuba,null,null,Pinar Del Rio,null,20.375,9.31,7.92,22.98,22.585,103.56,85.94,Adult,Male
Tyrannus caudifasciatus,caudifasciatus,171406,MM,Smithsonian National Museum of Natural History,1900,2,25,Cuba,null,null,Pinar Del Rio,null,18.79,8.79,null,22.92,28.12,109.105,88.71,Adult,Male
Tyrannus caudifasciatus,caudifasciatus,171407,MM,Smithsonian National Museum of Natural History,1900,3,10,Cuba,Pinar Del Rio,null,El Guama,null,18.615,9.135,null,22.575,20.725,101.69,84.84,Adult,Female
Tyrannus cubensis,null,171408,MM,Smithsonian National Museum of Natural History,1900,2,18,Cuba,Pinar Del Rio,null,null,null,26.18,13.49,11.445,23.71,36.195,133.01,102.69,Adult,Male
Tyrannus cubensis,null,171409,MM,Smithsonian National Museum of Natural History,1900,2,22,Cuba,Pinar Del Rio,null,null,null,25.44,13.42,11.46,22.41,34.35,127.44,null,Adult,Female
Tyrannus cubensis,null,171410,MM,Smithsonian National Museum of Natural History,1900,2,25,Cuba,Pinar Del Rio,null,null,null,26.73,13.82,11.515,23.91,null,null,97.34,Adult,Male
Tyrannus cubensis,null,171411,MM,Smithsonian National Museum of Natural History,1900,2,25,Cuba,Pinar Del Rio,null,null,null,25.605,14.275,11.87,22.65,34.995,134.47,103.34,Adult,Male
Tyrannus caudifasciatus,taylori,171510,MM,Smithsonian National Museum of Natural History,1900,2,13,Puerto Rico,null,null,Pueblo Viejo,null,20.465,10.23,7.82,23.3,25.15,113.855,95.92,Adult,Female
Tyrannus caudifasciatus,taylori,171511,MM,Smithsonian National Museum of Natural History,1900,2,13,Puerto Rico,null,null,Pueblo Viejo,null,21.835,10.52,7.945,23.595,27.26,115.66,94.76,Adult,Male
Tyrannus caudifasciatus,taylori,171512,MM,Smithsonian National Museum of Natural History,1900,3,2,Puerto Rico,null,null,"El Yunque, Catalina Plantation",null,21.71,10.345,null,23.995,23.885,113.24,92.58,Adult,Male
Tyrannus caudifasciatus,taylori,171513,MM,Smithsonian National Museum of Natural History,1900,3,2,Puerto Rico,null,null,"Catalina Plantation, El Yunque",null,19.97,9.88,null,23.19,26.1,111.965,92.9,Adult,Male
