taxon_name;family_name;date;sex;age;length;rwing;rtarsu;blenght;bheight;bwidth;occiput;tail;bmass
Coereba flaveola;Thraupidae ;2001-10-13;F;A;9.5;5.3;1.62;1.28;0.44;0.69;2.69;3.32;9.7
Coereba flaveola;Thraupidae ;2002-06-16;I;A;11;6;1.91;1.42;0.46;0.72;2.9;3.75;10.4
Coereba flaveola;Thraupidae ;2005-02-26;M;A;8;-;-;-;-;-;-;-;9.4
Coereba flaveola;Thraupidae ;2005-02-26;M;A;10;-;-;-;-;-;-;-;9.9
Coereba flaveola;Thraupidae ;2005-11-19;F;A;11;-;-;-;-;-;-;-;-
Coereba flaveola;Thraupidae ;2009-10-24;I;A;9.8;5.9;1.77;1.3;0.41;0.6;2.75;3.92;10
Colaptes campestris;Picidae;2000-09-17;I;A;31;16;2.91;3.64;1.28;1.45;7.67;10.73;154.5
Colaptes melanochloros;Picidae;1999-02-12;M;A;-;13.9;2.24;2.88;0.95;-;-;9.97;-
Colaptes melanochloros;Picidae;2002-01-21;M;A;-;12.91;2.51;2.63;0.89;1.22;5.76;9.95;96.5
Colaptes melanochloros;Picidae;2006-12-06;I;A;23.5;14;2.61;3.11;1.15;1.31;6.11;10.54;103.2
Colibri serrirostris;Trochilidae;2000-08-05;I;A;11.4;7.2;-;2.43;-;-;3.91;4.86;7
Colibri serrirostris;Trochilidae;2000-08-20;I;A;11.8;7.1;-;2.3;-;-;3.97;4.45;6.2
Colibri serrirostris;Trochilidae;2000-08-20;I;A;11.7;6.9;-;2.36;-;-;4.05;4.29;6.4
Colibri serrirostris;Trochilidae;2000-10-21;I;A;11.2;6.8;-;1.86;-;-;3.89;4.14;6.1
Colibri serrirostris;Trochilidae;2000-10-21;I;A;10.5;6.4;-;2.04;-;-;3.47;3.98;4.6
Colibri serrirostris;Trochilidae;2000-10-21;I;A;10.4;6.5;-;2.39;-;-;3.92;4.46;5.9
Colibri serrirostris;Trochilidae;2000-10-21;I;A;11.2;7.2;-;2.6;-;-;3.95;4.8;6.1
Colibri serrirostris;Trochilidae;2000-10-21;I;A;10.2;6.5;-;2.1;-;-;3.55;4.05;5.2
Colibri serrirostris;Trochilidae;2000-10-21;F;A;10.9;6.4;-;2;-;-;3.5;4;5.5
Colibri serrirostris;Trochilidae;2000-10-21;M;A;11;5.9;-;2.21;-;0.35;3.76;4;6.3
Colibri serrirostris;Trochilidae;2001-08-11;M;A;-;-;-;-;-;-;-;-;5.4
Colibri serrirostris;Trochilidae;2001-08-12;I;A;-;-;-;-;-;-;-;-;5.5
Colibri serrirostris;Trochilidae;2001-08-18;F;A;-;-;-;-;-;-;-;-;6.8
Colibri serrirostris;Trochilidae;2001-10-12;F;A;10.7;7;-;-;-;-;-;-;5.9
Colibri serrirostris;Trochilidae;2001-10-13;I;A;-;-;-;-;-;-;-;-;7.1
Colibri serrirostris;Trochilidae;2001-10-13;F;A;-;-;-;-;-;-;-;-;6.3
Colibri serrirostris;Trochilidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;5.1
Colibri serrirostris;Trochilidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;6.3
Colibri serrirostris;Trochilidae;2002-06-16;M;A;-;-;-;-;-;-;-;-;5.1
Colibri serrirostris;Trochilidae;2002-06-17;M;A;-;-;-;-;-;-;-;-;6
Colibri serrirostris;Trochilidae;2002-06-17;M;A;-;-;-;-;-;-;-;-;6.1
Colibri serrirostris;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;4.3
Colibri serrirostris;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;6.4
Colibri serrirostris;Trochilidae;2002-07-11;F;A;-;-;-;-;-;-;-;-;4.7
Colibri serrirostris;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;5.3
Colibri serrirostris;Trochilidae;2002-07-11;F;A;-;-;-;-;-;-;-;-;4.4
Colibri serrirostris;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;3.8
Colibri serrirostris;Trochilidae;2002-07-11;M;A;-;-;-;-;-;-;-;-;5.2
Colibri serrirostris;Trochilidae;2002-07-12;I;J;-;-;-;-;-;-;-;-;5.2
Colibri serrirostris;Trochilidae;2002-07-14;M;A;-;-;-;-;-;-;-;-;4.3
Colibri serrirostris;Trochilidae;2002-11-29;M;A;-;-;-;-;-;-;-;-;6
Columbina minuta;Columbidae;2000-10-08;M;A;13.6;7.5;1.4;1.15;0.38;0.45;2.88;5.55;26.7
Columbina minuta;Columbidae;2000-10-08;F;A;13.7;7.8;1.53;1.09;0.36;0.54;2.97;5.96;27.3
Columbina minuta;Columbidae;2000-12-13;M;A;14.6;7.8;1.44;1.04;0.38;0.51;2.98;5.76;34.8
Columbina minuta;Columbidae;2000-12-16;F;A;-;-;-;-;-;-;-;-;34
Columbina minuta;Columbidae;2001-01-09;F;A;14.5;7.5;1.6;1.15;0.36;0.57;2.99;5.57;32.2
Columbina minuta;Columbidae;2001-03-06;M;A;14.7;8.1;1.5;1.13;0.36;0.67;2.98;5.31;33.6
Columbina minuta;Columbidae;2001-03-06;F;A;-;-;-;-;-;-;-;-;34.3
Columbina minuta;Columbidae;2001-03-06;F;A;-;-;-;-;-;-;-;-;34.8
Columbina minuta;Columbidae;2001-03-06;M;A;-;-;-;-;-;-;-;-;29.3
Columbina minuta;Columbidae;2001-04-08;M;A;13.5;7.8;1.56;1.23;0.37;0.48;2.82;5.43;30.6
Columbina minuta;Columbidae;2001-04-09;M;A;14.2;7.35;1.48;1.13;0.38;0.51;3;5.57;27.1
Columbina minuta;Columbidae;2001-04-09;M;A;14.3;7.9;1.59;1.09;0.41;0.61;2.95;5.56;31.4
Columbina minuta;Columbidae;2001-04-09;I;J;13;7.5;1.46;1.22;0.43;0.59;3.06;5.11;22.7
Columbina minuta;Columbidae;2001-04-09;I;J;13.2;6.95;1.44;1.24;0.47;0.5;2.85;4.72;26.4
Columbina minuta;Columbidae;2001-04-09;F;A;14.5;7.8;1.57;1.33;0.47;0.44;3.07;5.34;33.4
Columbina minuta;Columbidae;2001-04-09;M;A;13.9;7.8;1.61;1.18;0.33;0.49;2.93;5.6;30
Columbina minuta;Columbidae;2001-04-09;I;J;13.7;7.7;1.6;1.14;0.52;0.51;3.01;5.12;28.4
Columbina minuta;Columbidae;2001-04-09;F;A;14.3;7.4;1.49;1.26;0.36;0.53;2.84;5.36;28.4
Columbina minuta;Columbidae;2001-04-09;M;J;13.4;7.3;1.46;1.13;0.44;0.52;2.86;4.78;25.5
Columbina minuta;Columbidae;2001-04-09;M;A;13.2;7.3;1.45;1.3;0.47;0.58;3.03;4.84;30
Columbina minuta;Columbidae;2001-04-09;I;J;13.2;7.6;1.53;1.14;0.5;0.57;-;5.22;29.2
Columbina minuta;Columbidae;2001-11-13;I;A;13.5;-;-;-;-;-;-;-;31.4
Columbina minuta;Columbidae;2001-11-13;I;A;-;-;-;-;-;-;-;-;42.9
Columbina minuta;Columbidae;2001-11-13;I;A;-;-;-;-;-;-;-;-;31.4
Columbina minuta;Columbidae;2001-11-13;I;A;-;-;-;-;-;-;-;-;33.4
Columbina minuta;Columbidae;2001-11-18;I;A;-;-;-;-;-;-;-;-;35.4
Columbina minuta;Columbidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;33
Columbina squammata ;Columbidae;2001-07-17;I;A;21.7;9.7;1.64;1.16;0.46;0.55;3.47;9.75;56.7
Columbina squammata ;Columbidae;2001-07-17;I;A;21.8;9.8;1.91;1.27;0.47;0.51;3.53;9.24;53
Columbina squammata ;Columbidae;2001-07-17;I;A;21;9.5;1.69;1.35;0.46;0.5;3.73;9.75;54
Columbina squammata ;Columbidae;2006-12-21;I;A;29.5;9.04;-;-;-;-;-;-;-
Columbina talpacoti;Columbidae;1999-02-11;M;A;-;-;-;1.52;0.36;-;-;6.28;-
Columbina talpacoti;Columbidae;1999-02-12;M;A;-;-;1.47;1.57;0.44;-;-;7.3;-
Columbina talpacoti;Columbidae;1999-02-12;M;A;-;-;-;1.54;0.5;-;-;6.81;-
Columbina talpacoti;Columbidae;1999-03-06;M;I;18;9;1.82;1.29;0.48;-;-;6.74;-
Columbina talpacoti;Columbidae;1999-09-25;I;I;-;-;1.73;1.26;0.41;0.54;3.43;-;-
Columbina talpacoti;Columbidae;2000-08-19;M;A;15.5;10.2;1.74;1.36;0.52;0.46;2.97;6.72;52
Columbina talpacoti;Columbidae;2000-08-19;M;A;-;-;1.74;1.43;-;-;-;-;-
Columbina talpacoti;Columbidae;2000-09-10;M;J;16;8.7;1.66;1.23;0.57;0.61;3.18;6.66;43.7
Columbina talpacoti;Columbidae;2000-09-10;M;A;17.1;9;1.78;1.15;0.44;0.56;3.26;6.54;49
Columbina talpacoti;Columbidae;2000-09-10;M;J;16.2;8.9;1.73;1.3;0.51;0.61;3.25;6.02;47.2
Columbina talpacoti;Columbidae;2000-09-10;M;A;17.6;8.9;1.88;1.47;0.52;0.63;3.44;6.97;51.2
Columbina talpacoti;Columbidae;2000-10-22;F;A;17.2;8.6;2.18;1.28;0.52;0.63;2.21;6.42;40.7
Columbina talpacoti;Columbidae;2000-10-22;M;A;17.5;8.8;1.7;1.48;0.61;0.68;3.3;6.52;47.7
Columbina talpacoti;Columbidae;2000-10-22;M;A;15.7;8.7;1.51;1.32;0.54;0.57;3.27;6.71;42.7
Columbina talpacoti;Columbidae;2000-12-13;M;J;15.9;8.7;1.65;1.23;0.42;0.6;3.07;6.27;42.2
Columbina talpacoti;Columbidae;2000-12-13;M;A;17;8.8;1.62;1.24;0.49;0.63;3.26;6.36;46.2
Columbina talpacoti;Columbidae;2000-12-13;M;A;16.9;9.1;1.61;1.27;0.44;0.57;3.25;7.62;47.2
Columbina talpacoti;Columbidae;2000-12-13;M;A;17;9.2;1.64;1.28;0.44;0.61;3.26;7.18;49.1
Columbina talpacoti;Columbidae;2000-12-13;F;A;16.6;8.8;1.57;1.33;0.43;0.61;3.32;7;45.7
Columbina talpacoti;Columbidae;2000-12-13;M;A;17.2;9.5;1.53;1.19;0.42;0.44;3.27;7.63;50.1
Columbina talpacoti;Columbidae;2000-12-13;M;A;16.8;9.2;1.68;1.28;0.48;0.63;3.24;6.95;48.9
Columbina talpacoti;Columbidae;2000-12-13;M;A;16.5;9;1.61;1.17;0.48;0.64;3.24;7;43.6
Columbina talpacoti;Columbidae;2000-12-13;M;A;16.9;9.1;1.63;1.27;0.43;0.58;3.16;6.97;55.2
Columbina talpacoti;Columbidae;2000-12-14;M;J;16.4;9.3;1.72;1.31;0.46;0.58;3.4;6.92;35.5
Columbina talpacoti;Columbidae;2000-12-16;M;A;16.3;8.9;1.54;1.31;0.45;0.63;3.16;6.47;47.2
Columbina talpacoti;Columbidae;2000-12-16;M;A;17.5;9.1;1.64;1.27;0.48;0.64;3.36;7.23;52
Columbina talpacoti;Columbidae;2000-12-16;M;A;17.5;9.4;1.84;1.28;0.49;0.63;3.41;7.14;52
Columbina talpacoti;Columbidae;2000-12-16;M;A;17.3;9.1;1.73;1.32;0.52;0.65;3.29;7.02;40.9
Columbina talpacoti;Columbidae;2000-12-16;M;A;16.8;8.9;1.67;1.17;0.45;0.58;3.21;7.13;48.2
Columbina talpacoti;Columbidae;2000-12-16;F;A;16.2;8.6;1.54;1.21;0.49;0.63;3.29;6.44;52.4
Columbina talpacoti;Columbidae;2000-12-16;M;J;16.7;9;1.57;1.18;0.43;0.64;3.25;6.62;48.4
Columbina talpacoti;Columbidae;2000-12-16;M;A;16.7;9.2;1.71;1.35;0.46;0.66;3.47;6.14;56
Columbina talpacoti;Columbidae;2000-12-17;M;A;-;-;-;-;-;-;-;-;44.7
Columbina talpacoti;Columbidae;2000-12-18;M;J;16;8.5;1.65;1.24;0.5;0.6;3.27;6.55;42
Columbina talpacoti;Columbidae;2000-12-18;M;A;17.1;8.6;1.72;1.32;0.41;0.59;3.34;6.63;48.2
Columbina talpacoti;Columbidae;2000-12-18;M;J;15.8;8.9;1.62;1.26;0.47;0.59;3.17;7.04;41.2
Columbina talpacoti;Columbidae;2000-12-18;F;A;14.2;7.5;1.59;1.13;0.41;0.58;3.02;5.53;28.3
Columbina talpacoti;Columbidae;2001-01-09;M;A;17;8.9;1.75;1.38;0.5;0.59;3.23;6.54;50.7
Columbina talpacoti;Columbidae;2001-01-09;M;A;17.5;9.2;1.77;1.23;0.46;0.67;3.48;6.97;46.8
Columbina talpacoti;Columbidae;2001-01-09;M;A;16.7;8.8;1.61;1.18;0.48;0.6;3.23;6.27;47.3
Columbina talpacoti;Columbidae;2001-01-29;M;A;18;9;1.9;1.91;0.4;0.7;3.39;6.89;50
Columbina talpacoti;Columbidae;2001-01-29;M;A;17;8.9;1.9;1.27;0.42;0.64;3.39;6.82;47.7
Columbina talpacoti;Columbidae;2001-01-29;M;J;17.1;8.9;1.65;1.33;0.46;0.51;3.26;6.59;49.7
Columbina talpacoti;Columbidae;2001-01-29;F;A;17;8.8;1.47;1.22;0.5;0.63;3.23;6.83;48.2
Columbina talpacoti;Columbidae;2001-01-30;M;J;16.7;8.7;1.59;1.28;0.39;0.51;3.22;6.5;45
Columbina talpacoti;Columbidae;2001-03-20;M;A;16;8.6;1.65;1.29;0.49;0.59;3.22;6.77;44.7
Columbina talpacoti;Columbidae;2001-08-11;F;A;16;9.2;1.65;1.25;0.43;0.46;3.3;6.62;46.7
Columbina talpacoti;Columbidae;2001-08-19;M;A;-;-;-;-;-;-;-;-;47.4
Columbina talpacoti;Columbidae;2001-10-13;F;I;-;-;-;-;-;-;-;-;48.7
Columbina talpacoti;Columbidae;2001-10-13;F;A;-;-;-;-;-;-;-;-;43.9
Columbina talpacoti;Columbidae;2001-10-13;M;A;16.5;9;1.73;1.2;0.56;0.53;3;6.44;41.4
Columbina talpacoti;Columbidae;2001-10-13;M;A;17.5;9.3;1.23;1.35;0.24;0.6;3.68;7.67;49.3
Columbina talpacoti;Columbidae;2001-10-13;F;A;-;-;-;-;-;-;-;-;42.3
Columbina talpacoti;Columbidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;40.8
Columbina talpacoti;Columbidae;2001-10-13;M;I;-;-;-;-;-;-;-;-;50.9
Columbina talpacoti;Columbidae;2001-10-13;M;A;-;-;-;-;-;-;-;-;49.4
Columbina talpacoti;Columbidae;2001-10-14;F;A;-;-;-;-;-;-;-;-;43.7
Columbina talpacoti;Columbidae;2001-11-13;M;A;-;-;-;-;-;-;-;-;43.4
Columbina talpacoti;Columbidae;2001-11-13;M;A;-;-;-;-;-;-;-;-;51.5
Columbina talpacoti;Columbidae;2001-11-13;M;A;16.1;-;-;-;-;-;-;-;40.5
Columbina talpacoti;Columbidae;2001-11-13;F;A;13.6;-;-;-;-;-;-;-;54.5
Columbina talpacoti;Columbidae;2001-11-13;F;A;-;-;-;-;-;-;-;-;56.4
Columbina talpacoti;Columbidae;2001-11-18;M;A;-;-;-;-;-;-;-;-;55.4
Columbina talpacoti;Columbidae;2001-11-18;M;A;-;-;-;-;-;-;-;-;51.4
Columbina talpacoti;Columbidae;2001-11-18;I;A;-;-;-;-;-;-;-;-;52.4
Columbina talpacoti;Columbidae;2001-11-18;M;A;-;-;-;-;-;-;-;-;47.9
Columbina talpacoti;Columbidae;2001-11-18;M;A;-;-;-;-;-;-;-;-;48.4
Columbina talpacoti;Columbidae;2001-12-10;M;A;-;-;-;-;-;-;-;-;50
Columbina talpacoti;Columbidae;2001-12-11;F;A;-;-;-;-;-;-;-;-;45.4
Columbina talpacoti;Columbidae;2001-12-11;M;A;-;-;-;-;-;-;-;-;46.4
Columbina talpacoti;Columbidae;2001-12-11;F;A;-;-;-;-;-;-;-;-;46.4
Columbina talpacoti;Columbidae;2001-12-11;M;A;-;-;-;-;-;-;-;-;61.4
Columbina talpacoti;Columbidae;2001-12-11;M;A;-;-;-;-;-;-;-;-;46.6
Columbina talpacoti;Columbidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;64.4
Columbina talpacoti;Columbidae;2001-12-11;M;A;-;-;-;-;-;-;-;-;51.5
Columbina talpacoti;Columbidae;2002-02-06;F;A;-;-;-;-;-;-;-;-;47
Columbina talpacoti;Columbidae;2002-03-16;F;A;-;-;-;-;-;-;-;-;43
Columbina talpacoti;Columbidae;2002-03-16;M;A;-;-;-;-;-;-;-;-;53
Columbina talpacoti;Columbidae;2002-03-16;F;A;-;-;-;-;-;-;-;-;48
Columbina talpacoti;Columbidae;2002-03-17;M;A;-;-;-;-;-;-;-;-;41
Columbina talpacoti;Columbidae;2002-03-19;M;A;-;-;-;-;-;-;-;-;45
Columbina talpacoti;Columbidae;2002-03-19;M;A;-;-;-;-;-;-;-;-;46
Columbina talpacoti;Columbidae;2002-03-19;M;A;-;-;-;-;-;-;-;-;45
Columbina talpacoti;Columbidae;2002-04-20;M;A;-;-;-;-;-;-;-;-;49.5
Columbina talpacoti;Columbidae;2002-05-29;I;A;17;8.8;1.49;1.3;0.49;0.71;3.4;7.15;49.7
Columbina talpacoti;Columbidae;2002-05-30;M;A;16;8.6;1.74;1.18;0.5;0.49;3.17;7.94;49
Columbina talpacoti;Columbidae;2002-06-16;M;A;16.7;8.8;1.5;1.24;0.48;0.57;3.31;6.8;44.5
Columbina talpacoti;Columbidae;2002-06-16;F;A;15.5;8.4;1.73;1.33;0.51;0.54;3.26;6.77;47
Columbina talpacoti;Columbidae;2002-06-16;M;A;17.5;8.79;1.57;1.29;0.47;0.73;3.28;6.6;45.6
Columbina talpacoti;Columbidae;2002-07-11;I;A;-;-;-;-;-;-;-;-;41.3
Columbina talpacoti;Columbidae;2002-11-28;F;I;-;-;-;-;-;-;-;-;43.5
Columbina talpacoti;Columbidae;2002-11-28;M;A;16;9;2.18;1.45;0.48;0.68;3.3;6.61;48
Columbina talpacoti;Columbidae;2002-11-28;F;A;17.5;8.9;1.91;1.28;0.66;0.76;3.21;7;41.5
Columbina talpacoti;Columbidae;2002-11-28;M;I;-;-;-;-;-;-;-;-;45
Columbina talpacoti;Columbidae;2002-11-28;M;A;17.5;9.5;1.79;1.29;0.47;0.38;3.2;6.2;54.5
Columbina talpacoti;Columbidae;2002-11-28;F;I;17.5;-;-;-;-;-;-;-;47
Columbina talpacoti;Columbidae;2002-11-28;I;I;15.5;8.5;-;1.22;0.44;-;-;-;43.5
Columbina talpacoti;Columbidae;2002-11-28;I;I;-;-;-;-;-;-;-;-;47.5
Columbina talpacoti;Columbidae;2002-11-28;I;I;-;-;-;-;-;-;-;-;43
Columbina talpacoti;Columbidae;2002-11-28;I;I;15;-;-;-;-;-;-;-;39
Columbina talpacoti;Columbidae;2002-11-28;I;I;17;-;-;-;-;-;-;-;45
Columbina talpacoti;Columbidae;2002-11-28;F;A;16;9;1.87;1.47;0.54;0.41;3.38;5.93;45
Columbina talpacoti;Columbidae;2002-11-28;F;A;16;8.9;1.9;1.33;0.55;0.4;3.22;6.7;46
Columbina talpacoti;Columbidae;2002-11-28;F;A;17.3;8.7;2.4;1.26;0.52;0.56;3.27;7.65;51.5
Columbina talpacoti;Columbidae;2002-11-28;I;I;16.5;-;-;-;-;-;-;-;44.5
Columbina talpacoti;Columbidae;2002-11-29;F;A;-;-;-;-;-;-;-;-;61.6
Columbina talpacoti;Columbidae;2005-11-19;F;A;-;-;-;-;-;-;-;-;36
Columbina talpacoti;Columbidae;2005-11-19;M;A;-;-;-;-;-;-;-;-;46
Columbina talpacoti;Columbidae;2005-11-19;M;A;-;-;-;-;-;-;-;-;43.7
Columbina talpacoti;Columbidae;2005-11-19;M;A;-;-;-;-;-;-;-;-;45
Columbina talpacoti;Columbidae;2005-11-19;M;A;-;-;-;-;-;-;-;-;53.1
Columbina talpacoti;Columbidae;2006-12-06;I;A;16.9;9.2;1.82;1.32;0.5;0.57;3.41;6.44;-
Columbina talpacoti;Columbidae;2006-12-20;I;A;17.7;8.9;1.61;1.3;0.48;0.54;3.36;6.09;40.8
Columbina talpacoti;Columbidae;2006-12-20;F;A;16.9;-;-;-;-;-;-;-;44.3
Columbina talpacoti;Columbidae;2007-03-31;F;A;16.2;8.7;1.4;1.55;0.64;0.59;3.43;5.89;36.4
Coryphospingus pileatus;Thraupidae ;1999-02-12;M;A;-;7.4;-;1.45;0.65;-;-;6;14.5
Coryphospingus pileatus;Thraupidae ;1999-10-23;F;A;13.3;6.8;1.96;1.22;0.67;0.89;2.99;6.04;15.5
Coryphospingus pileatus;Thraupidae ;1999-10-23;M;A;13.5;6.6;1.91;1.33;0.69;0.78;2.85;6.22;15
Coryphospingus pileatus;Thraupidae ;2000-02-27;M;A;13.1;6.2;2.36;1.15;0.88;0.89;3;5.64;16
Coryphospingus pileatus;Thraupidae ;2000-03-19;F;A;13;6.2;1.89;1.22;0.72;0.73;2.93;5.78;15.5
Coryphospingus pileatus;Thraupidae ;2000-03-19;M;A;14.3;6.2;2.15;1.3;0.62;0.68;3;5.45;16.2
Coryphospingus pileatus;Thraupidae ;2001-03-20;M;A;12.8;6.5;1.89;1.18;0.63;0.75;2.87;6.03;15.4
Coryphospingus pileatus;Thraupidae ;2001-03-20;M;A;13;6.3;1.93;1.26;0.67;0.86;2.89;5.99;16.7
Coryphospingus pileatus;Thraupidae ;2001-03-20;F;A;12.8;5.9;2;1.31;0.68;0.77;2.92;5.76;15.2
Coryphospingus pileatus;Thraupidae ;2001-03-20;M;A;13.6;6.3;1.99;1.24;0.66;1.78;2.99;6.25;18.2
Coryphospingus pileatus;Thraupidae ;2001-03-20;F;A;-;-;-;-;-;-;-;-;14.5
Coryphospingus pileatus;Thraupidae ;2001-03-20;M;A;13;6.5;1.98;1.34;0.66;1.79;3.03;5.98;17.2
Coryphospingus pileatus;Thraupidae ;2001-03-21;I;J;13.3;6.3;2.04;1.23;0.66;0.9;2.96;6.26;13.9
Coryphospingus pileatus;Thraupidae ;2001-08-18;I;A;13.5;6.4;1.95;1.29;0.67;0.72;3.01;5.71;14.2
Coryphospingus pileatus;Thraupidae ;2001-10-13;F;A;12.7;6;2.68;1.6;0.56;0.81;2.1;5.78;17.3
Coryphospingus pileatus;Thraupidae ;2001-11-13;M;A;13.03;-;-;-;-;-;-;-;14.9
Coryphospingus pileatus;Thraupidae ;2002-01-21;I;A;13;6.1;2.02;1.28;0.68;0.93;2.99;6.24;24
Coryphospingus pileatus;Thraupidae ;2002-02-06;F;A;13;6.3;1.98;1.28;0.72;0.87;2.94;6.08;16.6
Coryphospingus pileatus;Thraupidae ;2002-03-17;M;A;13.1;6.21;1.9;1.13;0.67;0.69;2.85;6.2;16.5
Coryphospingus pileatus;Thraupidae ;2004-10-16;F;A;13.2;6.02;1.96;1.15;0.73;0.88;3.01;5.94;18
Coryphospingus pileatus;Thraupidae ;2004-10-16;M;A;13;6.5;1.9;1.11;0.65;0.83;-;5.9;16.5
Crotophaga ani;Cuculidae;1999-03-06;I;I;-;13.6;3.43;2.54;1.6;-;-;15;-
Crotophaga ani;Cuculidae;1999-03-06;I;I;30.5;14.3;3.74;2.2;1.59;-;-;15;-
Crotophaga ani;Cuculidae;1999-03-06;I;I;-;14.6;4.04;3.26;2;-;-;17;-
Crotophaga ani;Cuculidae;2000-08-20;I;A;30.6;14.9;4.03;3.18;2.32;1.69;5.04;18;-
Crotophaga ani;Cuculidae;2000-10-21;I;A;30.5;14.5;3.96;3.14;1.9;1.6;4.84;17.5;90
Cyclarhis gujanensis;Vireonidae;1999-10-23;I;A;16;7.4;2.9;1.99;0.8;1.23;3.44;6.4;25
Cyclarhis gujanensis;Vireonidae;1999-10-24;I;A;14.3;7.4;2.36;1.35;1;1.31;3.84;6.45;26.5
Cyclarhis gujanensis;Vireonidae;2000-02-04;I;A;16;7.6;2.39;1.65;1;1.27;3.91;6.42;-
Cyclarhis gujanensis;Vireonidae;2000-10-21;I;A;15.5;7.5;2.33;1.66;1.04;1.27;3.72;6.77;34.7
Cyclarhis gujanensis;Vireonidae;2001-03-20;I;A;16;7.5;2.45;1.86;1.03;1.22;3.77;6.73;29.7
Cyclarhis gujanensis;Vireonidae;2001-11-18;I;A;-;-;-;-;-;-;-;-;30
Cyclarhis gujanensis;Vireonidae;2006-12-21;I;A;-;-;2.36;1.88;0.95;0.94;-;6.53;-
Dacnis cayana;Thraupidae ;1999-08-15;M;A;11.6;6.7;1.69;1.23;0.42;0.7;-;4.61;16
Dacnis cayana;Thraupidae ;1999-08-15;M;A;12;6.8;1.69;1.24;0.39;0.77;-;4.45;17
Dacnis cayana;Thraupidae ;1999-10-24;M;A;11.4;6.6;1.83;1.28;0.41;0.76;3.08;4;14
Dacnis cayana;Thraupidae ;1999-10-24;M;A;11.6;7;1.7;1.29;0.53;0.72;3.25;4.48;15.5
Dacnis cayana;Thraupidae ;2000-02-04;M;A;11.5;6.4;1.56;1.19;0.44;0.84;3.02;4.71;14.5
Dacnis cayana;Thraupidae ;2000-03-12;F;A;11.3;6.5;1.8;1.28;0.49;0.91;3.08;4.69;15
Dacnis cayana;Thraupidae ;2000-08-19;F;A;12;6.8;2.2;1.16;0.46;0.72;3.18;4.3;15.7
Dacnis cayana;Thraupidae ;2000-12-16;F;A;11.6;6.6;1.76;1.49;0.52;0.87;3.12;4.66;16.4
Dacnis cayana;Thraupidae ;2001-03-20;M;A;11.5;6.8;1.66;1.29;0.47;0.77;3.06;4.6;14
Dacnis cayana;Thraupidae ;2001-09-08;F;A;12;6.7;1.76;1.4;0.5;0.83;3.05;4.58;15.3
Dacnis cayana;Thraupidae ;2001-10-13;F;A;11.1;-;-;-;-;-;-;-;15
Dacnis cayana;Thraupidae ;2001-10-13;M;A;12;6.7;1.23;1.67;1.23;2;2.98;4.8;14.3
Dacnis cayana;Thraupidae ;2001-10-13;F;A;12;6.6;2.62;1.39;0.43;0.81;3.07;4.6;17.6
Dacnis cayana;Thraupidae ;2001-10-13;F;A;-;-;-;-;-;-;-;-;16.3
Dacnis cayana;Thraupidae ;2001-11-13;I;I;-;-;-;-;-;-;-;-;14.1
Elaenia chilensis;Tyrannidae;2001-10-13;I;A;13.2;6.6;1.83;0.99;0.41;0.87;2.95;6.07;13.1
Elaenia chiriquensis;Tyrannidae;1999-10-24;I;A;13.5;7.8;1.98;1.44;0.42;1.07;3.05;6.37;14
Elaenia chiriquensis;Tyrannidae;1999-11-06;I;A;-;-;-;-;-;-;-;-;17
Elaenia chiriquensis;Tyrannidae;1999-11-06;I;A;14;7.7;1.71;0.96;0.35;1.02;2.95;6.35;16
Elaenia chiriquensis;Tyrannidae;2000-02-06;I;A;13.5;6.9;1.74;1.15;0.39;1.13;3.02;6.29;16
Elaenia chiriquensis;Tyrannidae;2000-02-19;I;A;12.5;6.5;1.61;1.11;0.35;0.91;2.93;5.44;12.8
Elaenia chiriquensis;Tyrannidae;2000-09-16;I;A;13.9;7.5;1.78;1.04;0.38;0.98;3.11;6.55;16.4
Elaenia chiriquensis;Tyrannidae;2000-10-07;I;A;15;7.8;1.69;1.13;0.42;0.86;3.01;6.59;16.9
Elaenia chiriquensis;Tyrannidae;2000-10-07;I;A;13.5;7.1;1.75;1.05;0.4;0.92;2.92;6.03;15.2
Elaenia chiriquensis;Tyrannidae;2000-10-07;I;A;13.2;7;1.69;1;0.4;0.95;2.93;6.03;15.2
Elaenia chiriquensis;Tyrannidae;2000-10-07;I;A;13;7.1;1.65;1.02;0.43;0.92;2.95;5.99;13.7
Elaenia chiriquensis;Tyrannidae;2000-11-20;I;A;14;7.4;1.62;0.93;0.43;1.07;3.02;6.24;16.1
Elaenia chiriquensis;Tyrannidae;2000-12-17;I;A;13.1;-;-;-;-;-;-;-;15.7
Elaenia chiriquensis;Tyrannidae;2000-12-17;I;A;14.3;-;-;-;-;-;-;-;16
Elaenia chiriquensis;Tyrannidae;2001-03-21;I;A;14;7.9;1.97;0.98;0.38;0.97;3.06;6.41;14.9
