taxon_name;family_name;date;sex;age;length;rwing;rtarsu;blenght;bheight;bwidth;occiput;tail;bmass
Phacellodomus rufifrons;Furnariidae;2000-10-21;I;A;13.6;6.6;2.22;1.38;0.55;1.06;3.62;5.24;24
Phacellodomus rufifrons;Furnariidae;2000-10-21;I;A;16;6.5;2.22;1.5;0.6;0.91;3.73;7.67;25
Phacellodomus rufifrons;Furnariidae;2000-11-19;I;A;15;6.4;2.13;1.31;0.55;1.03;3.5;7.43;23
Phacellodomus rufifrons;Furnariidae;2000-11-20;I;A;16.2;6.2;2.18;1.36;0.55;1;3.36;7.68;27.3
Phacellodomus rufifrons;Furnariidae;2000-11-20;I;A;16;-;-;-;-;-;-;-;26
Phacellodomus rufifrons;Furnariidae;2000-12-14;I;A;15.6;6.5;2.13;1.49;0.6;1.01;3.74;7.04;25
Phacellodomus rufifrons;Furnariidae;2000-12-14;I;J;-;-;-;-;-;-;-;-;25.7
Phacellodomus rufifrons;Furnariidae;2000-12-14;I;J;-;-;-;-;-;-;-;-;25.7
Phacellodomus rufifrons;Furnariidae;2001-01-09;I;J;15;6;2.14;1.32;0.68;0.99;3.49;7.04;25
Phacellodomus rufifrons;Furnariidae;2001-01-09;I;J;15;6.2;2.06;1.19;0.51;1.05;3.33;6.94;22.2
Phacellodomus rufifrons;Furnariidae;2001-01-12;I;A;15.2;6.1;2.11;1.43;0.59;1.09;3.52;7.2;23.2
Phacellodomus rufifrons;Furnariidae;2001-03-20;I;A;15.7;6.3;2.06;1.45;0.58;1.01;3.59;7.59;22.9
Phacellodomus rufifrons;Furnariidae;2001-12-11;I;J;-;-;-;-;-;-;-;-;25.4
Phacellodomus rufifrons;Furnariidae;2002-01-27;I;J;13.85;6.3;2.4;1.29;0.57;0.62;3.54;5.69;23.5
Phacellodomus rufifrons;Furnariidae;2002-02-06;I;J;16;6.3;2.17;1.58;0.55;1.05;3.68;7.33;23.9
Phacellodomus rufifrons;Furnariidae;2002-02-06;I;J;15.3;6.1;2.05;1.46;0.53;1;3.69;7.23;21.3
Phacellodomus rufifrons;Furnariidae;2002-03-03;I;A;15.6;6.6;2.12;1.42;0.56;1.07;3.71;7.49;27
Phacellodomus rufifrons;Furnariidae;2002-03-04;I;J;16.2;6.2;2.21;1.39;0.56;1.06;3.75;7.47;23.1
Phacellodomus rufifrons;Furnariidae;2002-03-04;I;A;16.5;6.3;2.53;1.36;0.56;1.11;3.6;7.49;26
Phacellodomus rufifrons;Furnariidae;2002-03-05;I;A;16.4;6.6;2.24;1.43;0.54;0.96;3.65;7.36;24
Phacellodomus rufifrons;Furnariidae;2002-09-22;M;A;15.4;6.3;2.45;1.39;0.58;1.17;3.46;6.74;23
Phacellodomus rufifrons;Furnariidae;2002-11-10;I;A;-;-;-;-;-;-;-;-;23
Phacellodomus rufifrons;Furnariidae;2002-12-02;M;J;16;6.2;-;1425;0.532;1225;3.66;7.29;23.5
Phacellodomus rufifrons;Furnariidae;2002-12-22;M;J;15.6;6.2;2.54;1.35;0.55;1.25;3.23;7.79;24
Phacellodomus rufifrons;Furnariidae;2002-12-22;F;J;15.8;6.2;2.49;1.3;0.565;1.21;3.46;7.68;23
Phacellodomus rufifrons;Furnariidae;2002-12-24;M;J;13.9;6.2;2615;1.36;0.57;1165;3.58;4985;24.5
Phacellodomus rufifrons;Furnariidae;2003-01-25;M;A;-;-;-;-;-;-;-;-;22.5
Phacellodomus rufifrons;Furnariidae;2003-03-08;F;I;-;-;-;-;-;-;-;-;24
Phacellodomus rufifrons;Furnariidae;2003-03-08;F;I;14.4;5.6;2.48;1385;0.6;1.16;3.42;6.96;22
Phacellodomus rufifrons;Furnariidae;2003-03-08;M;I;15.5;5655;2.41;1.35;0.63;1.2;3585;7045;21.5
Phacellodomus rufifrons;Furnariidae;2003-04-25;M;A;-;-;-;-;-;-;-;-;24
Phacellodomus rufifrons;Furnariidae;2003-04-27;I;I;15.7;5.9;2.41;1.21;0.56;1215;3425;7.59;24
Phaeomyias murina;Tyrannidae;1999-10-23;I;A;10.8;5.4;1.7;0.97;0.32;0.66;2.66;4.06;9
Phaeomyias murina;Tyrannidae;2000-03-18;I;A;10.7;5.4;1.68;1;0.29;0.78;2.74;3.11;7.9
Phaeomyias murina;Tyrannidae;2000-03-18;I;A;10.02;5.5;2.1;1.41;0.31;0.7;2.56;4.68;5.5
Phaeomyias murina;Tyrannidae;2000-08-05;I;A;10.1;5.3;1.87;0.89;0.31;0.56;2.34;3.29;6.8
Phaeomyias murina;Tyrannidae;2000-08-19;I;A;11.4;5.8;1.78;0.83;0.34;0.65;2.65;5.19;9.9
Phaeomyias murina;Tyrannidae;2000-08-19;I;A;-;-;-;-;-;-;-;-;9.8
Phaeomyias murina;Tyrannidae;2000-08-20;I;A;-;-;-;-;-;-;-;-;8.3
Phaeomyias murina;Tyrannidae;2000-08-20;I;A;-;-;-;-;-;-;-;-;9.4
Phaeomyias murina;Tyrannidae;2000-09-17;I;A;-;-;-;-;-;-;-;-;8.4
Phaeomyias murina;Tyrannidae;2000-10-21;I;A;-;-;-;-;-;-;-;-;9.9
Phaeomyias murina;Tyrannidae;2000-10-21;I;A;-;-;-;-;-;-;-;-;10
Phaeomyias murina;Tyrannidae;2000-12-17;I;A;-;-;-;-;-;-;-;-;10
Phaeomyias murina;Tyrannidae;2000-12-18;I;A;-;-;-;-;-;-;-;-;9.7
Phaeomyias murina;Tyrannidae;2000-12-18;I;A;-;-;-;-;-;-;-;-;9.7
Phaeomyias murina;Tyrannidae;2001-01-29;I;A;-;-;-;-;-;-;-;-;9
Phaeomyias murina;Tyrannidae;2001-01-29;I;A;12;6;1.85;0.83;0.34;0.78;2.73;5.62;9
Phaeomyias murina;Tyrannidae;2001-01-29;I;A;10.6;5.6;-;-;-;-;-;-;7.7
Phaeomyias murina;Tyrannidae;2001-01-30;I;A;-;-;-;-;-;-;-;-;9
Phaeomyias murina;Tyrannidae;2001-01-30;I;A;13;8;-;-;-;-;-;-;7.7
Phaeomyias murina;Tyrannidae;2001-03-20;I;A;11.8;5.8;1.71;0.83;0.34;0.44;2.57;5.55;9
Phaeomyias murina;Tyrannidae;2001-03-20;I;A;10.5;5.5;1.74;0.84;0.32;0.59;2.65;5.1;7
Phaeomyias murina;Tyrannidae;2001-03-20;I;A;-;-;-;-;-;-;-;-;7
Phaeomyias murina;Tyrannidae;2001-04-08;I;A;-;-;-;-;-;-;-;-;13
Phaeomyias murina;Tyrannidae;2001-04-08;I;A;10.7;-;-;-;-;-;-;-;9
Phaeomyias murina;Tyrannidae;2001-04-08;I;A;10.8;-;-;-;-;-;-;-;10.9
Phaeomyias murina;Tyrannidae;2001-08-11;I;A;10.6;-;-;-;-;-;-;-;9.4
Phaeomyias murina;Tyrannidae;2001-08-12;I;A;-;-;-;-;-;-;-;-;8.8
Phaeomyias murina;Tyrannidae;2001-08-12;I;A;8.4;11.5;5.7;1.47;1.09;0.35;-;2.63;5.1
Phaeomyias murina;Tyrannidae;2001-08-12;I;J;11.6;5.9;1.94;1.06;0.48;0.62;2.71;5.67;9.2
Phaeomyias murina;Tyrannidae;2001-08-18;I;A;-;-;-;-;-;-;-;-;7.7
Phaeomyias murina;Tyrannidae;2001-08-19;I;A;12.3;6;1.56;1.27;0.47;1.03;2.6;5.6;8.4
Phaeomyias murina;Tyrannidae;2001-08-19;I;A;10.5;5.5;1.6;0.99;0.3;0.71;2.54;5.22;9
Phaeomyias murina;Tyrannidae;2001-09-08;I;A;12;6.2;1.88;1.05;0.35;0.86;2.55;5.77;9.2
Phaeomyias murina;Tyrannidae;2001-09-09;I;A;10.7;5.6;1.93;1;0.32;0.69;2.65;4.9;8.45
Phaeomyias murina;Tyrannidae;2001-10-12;I;A;11.1;6;1.65;0.85;0.32;0.78;2.44;5.49;8.7
Phaeomyias murina;Tyrannidae;2001-10-13;I;A;12.1;5.7;1.83;0.93;0.35;0.73;2.55;6.14;9.2
Phaeomyias murina;Tyrannidae;2001-10-13;I;A;14;-;1.95;1.3;0.37;-;2.57;-;-
Phaeomyias murina;Tyrannidae;2001-11-13;I;A;11.4;6.7;1.75;0.86;0.34;0.91;2.57;5.65;9.6
Phaeomyias murina;Tyrannidae;2001-11-18;I;A;10.6;5.7;1.98;0.97;0.34;0.75;2.64;5.28;9.2
Phaeomyias murina;Tyrannidae;2001-12-11;I;A;11.1;5.7;1.61;1.05;0.34;0.78;2.55;5.11;8.1
Phaeomyias murina;Tyrannidae;2002-02-05;I;A;11.2;5.5;1.61;1.23;0.3;0.62;2.44;4.93;8.2
Phaeomyias murina;Tyrannidae;2002-02-06;I;A;11.8;5.9;2.02;1.18;0.4;0.96;2.9;5.66;10.8
Phaeomyias murina;Tyrannidae;2002-02-06;I;A;10.1;5.3;1.61;0.97;0.28;0.82;2.43;4.84;8.1
Phaeomyias murina;Tyrannidae;2002-02-06;I;A;11.6;6;1.64;1.07;0.36;0.87;2.56;5.51;9.7
Phaeomyias murina;Tyrannidae;2002-03-16;I;A;11.4;-;1.77;0.93;0.4;0.78;2.18;5.08;10
Phaeomyias murina;Tyrannidae;2002-04-21;I;A;11;5.7;1.76;1;0.4;0.96;2.74;5.08;10.1
Phaeomyias murina;Tyrannidae;2002-05-29;I;A;11.3;5.2;1.79;0.94;0.35;0.86;2.63;5.67;9.2
Phaeomyias murina;Tyrannidae;2002-05-29;I;A;10.5;5.4;1.29;0.8;0.41;0.8;2.49;4.84;8.2
Phaeomyias murina;Tyrannidae;2002-05-29;I;A;11;6.9;1.75;0.98;0.3;1.81;2.6;4.8;9.7
Phaeomyias murina;Tyrannidae;2002-05-30;I;A;11.4;5.9;1.61;0.9;0.35;0.76;2.77;5.54;9.2
Phaeomyias murina;Tyrannidae;2002-07-11;I;A;10.6;5.8;1.72;0.98;0.35;0.75;2.63;5.26;11.4
Phaeomyias murina;Tyrannidae;2002-07-14;I;A;11.6;5.9;1.78;0.92;0.35;0.79;2.74;5.17;9.4
Phaeomyias murina;Tyrannidae;2004-10-16;I;A;10.9;5.7;1.65;0.96;0.33;0.83;2.67;5.13;9
Phaeomyias murina;Tyrannidae;2005-02-26;I;A;11.4;5.8;1.6;0.94;0.38;0.81;2.6;4.98;8.6
Phaeomyias murina;Tyrannidae;2005-02-26;I;A;11.5;6.2;2.1;0.87;0.8;0.92;2.77;5.1;8.4
Phaeomyias murina;Tyrannidae;2005-02-26;I;A;11.6;6;1.8;1;0.41;0.89;2.74;5.48;9.5
Phaeomyias murina;Tyrannidae;2005-05-07;I;A;11.5;5.6;1.46;0.79;0.34;0.64;2.34;5.17;7.2
Phaeomyias murina;Tyrannidae;2006-05-06;I;A;10.8;5.5;1.76;0.94;0.37;0.88;2.7;5;8.7
Phaeomyias murina;Tyrannidae;2006-05-06;I;A;11.5;5.5;1.54;0.89;0.37;0.89;2.59;4.86;8.7
Phaeomyias murina;Tyrannidae;2007-03-31;I;A;11.1;5.9;1.77;1.04;0.34;0.78;2.67;5.35;10.4
Phaeomyias murina;Tyrannidae;2007-03-31;I;A;12.2;5.52;1.69;0.84;0.29;0.78;2.61;5.43;9.9
Phaethornis pretrei;Trochilidae;1999-09-26;I;A;15;6;-;3.23;-;-;4.8;7.5;5
Phaethornis pretrei;Trochilidae;1999-11-20;I;A;15.3;6.1;-;3.51;-;-;4.76;8.04;5.5
Phaethornis pretrei;Trochilidae;2000-03-18;I;A;15;-;-;3.16;-;-;4.73;7.54;5.1
Phaethornis pretrei;Trochilidae;2000-08-19;I;A;15.5;7.2;-;3.55;0.28;-;4.9;7.51;8.4
Phaethornis pretrei;Trochilidae;2000-10-07;I;A;13;5.6;-;3.25;-;-;4.68;5.76;5.3
Phaethornis pretrei;Trochilidae;2001-01-29;I;A;15.6;6.2;-;3.35;-;-;4.74;7.79;5.7
Phaethornis pretrei;Trochilidae;2001-01-29;I;A;14.3;6;-;3.29;-;-;4.72;6.89;5.1
Phaethornis pretrei;Trochilidae;2001-08-11;I;A;-;-;-;-;-;-;-;-;5.6
Phaethornis pretrei;Trochilidae;2001-10-13;I;A;-;-;-;-;-;-;-;-;6.2
Phaethornis pretrei;Trochilidae;2001-10-13;I;A;-;-;-;-;-;-;-;-;6.2
Phaethornis pretrei;Trochilidae;2002-02-05;I;A;-;-;-;-;-;-;-;-;5
Phaethornis pretrei;Trochilidae;2002-02-06;I;A;-;-;-;-;-;-;-;-;5
Phaethornis pretrei;Trochilidae;2002-05-29;I;A;-;-;-;-;-;-;-;-;5.1
Phaethornis pretrei;Trochilidae;2002-05-29;I;A;15.8;5.77;-;-;-;-;-;-;6
Phaethornis pretrei;Trochilidae;2002-05-31;I;I;16.5;-;-;3.73;-;-;-;-;-
Phaethornis pretrei;Trochilidae;2002-07-12;I;A;-;-;-;-;-;-;-;-;5
Phaethornis pretrei;Trochilidae;2002-11-29;I;A;-;-;-;-;-;-;-;-;6
Phaethornis pretrei;Trochilidae;2005-05-07;I;I;-;-;-;-;-;-;-;-;5.4
Phyllomyias fasciatus;Tyrannidae;2001-08-11;I;A;11;5.8;1.55;0.83;0.4;0.82;2.56;5.2;9.4
Phyllomyias fasciatus;Tyrannidae;2001-09-08;I;A;11.5;6;1.61;0.71;0.35;0.67;2.64;5.71;9.1
Phyllomyias fasciatus;Tyrannidae;2002-07-14;I;A;-;-;-;-;-;-;-;-;8.6
Phyllomyias fasciatus;Tyrannidae;2002-07-14;I;A;-;-;-;-;-;-;-;-;10
Piaya cayana;Cuculidae;2002-02-06;I;A;47.5;15.2;3.8;2.63;1.09;1.93;6.22;30.3;-
Picumnus cirratus;Picidae;1999-08-14;M;A;10;5.7;1.45;1.33;0.52;0.73;-;3.6;13.5
Picumnus cirratus;Picidae;2000-02-04;M;A;10.5;5.3;1.44;1.18;0.49;0.94;2.85;3.4;12
Picumnus cirratus;Picidae;2000-10-22;F;A;10.2;5.5;1.57;1.34;0.5;0.9;2.85;3.44;12.7
Picumnus cirratus;Picidae;2001-09-09;I;A;8.6;5.2;2.23;1.28;0.49;0.78;2.82;3.16;11.2
Picumnus cirratus;Picidae;2001-10-13;F;A;8.7;-;-;-;-;-;-;-;11.2
Picumnus cirratus;Picidae;2006-12-21;I;A;9.2;5.8;1.45;1.29;0.5;0.54;2.85;3.3;12
Piranga flava;Cardinalidae;2000-02-27;F;A;18.6;9.6;2.28;1.86;0.99;1.41;4.45;8.15;43
Pitangus sulphuratus;Tyrannidae;2000-08-05;I;A;24.3;11.8;2.79;2.96;0.93;1.83;5.93;8.98;65.7
Pitangus sulphuratus;Tyrannidae;2001-03-07;I;A;-;-;-;-;-;-;-;-;61.6
Pitangus sulphuratus;Tyrannidae;2001-03-20;I;J;22.5;11.5;2.69;2.74;0.99;1.83;5.57;9.24;56
Pitangus sulphuratus;Tyrannidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;69.5
Pitangus sulphuratus;Tyrannidae;2002-02-05;I;A;24;11.5;2.75;2.3;0.91;1.59;5.74;9.21;57.5
Pitangus sulphuratus;Tyrannidae;2002-05-29;I;A;24.8;12.1;2.73;3.02;0.97;1.77;5.81;10.27;60.7
Pitangus sulphuratus;Tyrannidae;2005-11-19;I;J;-;-;-;-;-;-;-;-;58.4
Pitangus sulphuratus;Tyrannidae;2005-11-19;I;A;-;-;-;-;-;-;-;-;49
Saltator similis;Thraupidae ;2001-09-08;I;A;22;10.2;2.68;1.68;1.2;1.14;4.1;8.65;47.4
Saltator similis;Thraupidae ;2001-09-09;I;A;21.5;9.7;2.7;1.85;1.21;1.29;3.99;8.66;45.4
Saltator similis;Thraupidae ;2002-03-16;I;A;-;-;-;-;-;-;-;-;46
Saltator similis;Thraupidae ;2002-05-29;I;J;-;-;-;-;-;-;-;-;48.7
Saltator similis;Thraupidae ;2002-05-29;I;A;-;10.6;-;-;-;-;-;-;47.7
Saltator similis;Thraupidae ;2006-12-06;I;A;20.3;10;2.88;1.9;1.41;1.15;4.11;-;48.2
Satrapa icterophrys;Tyrannidae;1999-09-18;I;A;15.6;8.6;2.1;1.31;0.44;1;3.61;7.16;21
Satrapa icterophrys;Tyrannidae;1999-09-19;I;A;16;8.6;1.96;1.29;0.43;0.82;3.47;7.24;20
Satrapa icterophrys;Tyrannidae;1999-09-25;I;A;15;8.4;1.97;1.23;0.38;0.98;3.52;6.85;21.5
Satrapa icterophrys;Tyrannidae;1999-09-26;I;A;15;8.6;1.88;1.42;0.42;0.79;3.31;7.22;24
Satrapa icterophrys;Tyrannidae;1999-10-24;I;A;15.4;8.6;2.18;1.2;0.41;0.82;3.53;6.39;23
Satrapa icterophrys;Tyrannidae;2004-10-16;I;A;15.4;8.5;2.05;1.49;0.43;1.03;4.05;-;23
Sicalis citrina;Thraupidae ;1999-09-25;M;A;11.5;6.8;1.49;0.81;0.54;0.69;2.37;4.76;11.5
Sporophila caerulescens;Thraupidae ;2000-09-19;M;A;11.5;6;1.6;0.88;0.63;0.81;2.33;4.91;11.9
Sporophila caerulescens;Thraupidae ;2000-09-19;M;J;11.4;5.8;1.58;0.98;0.57;0.77;2.39;4.92;12.1
Sporophila caerulescens;Thraupidae ;2000-09-19;M;J;11;5.8;1.61;1.02;0.71;0.85;2.42;4.55;11.6
Sporophila caerulescens;Thraupidae ;2000-09-19;M;A;-;-;-;-;-;-;-;-;11
Sporophila caerulescens;Thraupidae ;2000-12-13;M;J;10.9;5.9;1.58;1.01;0.66;0.79;2.23;4.64;10.7
Sporophila caerulescens;Thraupidae ;2001-08-19;M;A;10.8;5.7;1.76;0.53;0.62;0.66;2.03;4.21;9.5
Sporophila caerulescens;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;10.2
Sporophila caerulescens;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;11.7
Sporophila collaris;Thraupidae ;1999-09-25;M;A;12.9;6;2.04;1.09;0.9;1;2.49;4.82;13.5
Sporophila nigricollis;Thraupidae ;1999-03-07;M;A;10.8;5.8;1.54;0.84;0.64;-;-;4.77;10
Sporophila nigricollis;Thraupidae ;2000-09-19;M;J;11.9;5.9;1.58;0.94;0.7;0.81;2.28;4.76;10.8
Sporophila nigricollis;Thraupidae ;2000-12-17;M;A;-;-;-;-;-;-;-;-;9.5
Sporophila nigricollis;Thraupidae ;2000-12-17;M;A;-;-;-;-;-;-;-;-;9.2
Sporophila nigricollis;Thraupidae ;2000-12-18;M;A;10.5;5.8;1.59;0.87;0.62;0.75;2.56;4.32;12.1
Sporophila nigricollis;Thraupidae ;2001-04-08;M;A;10.6;5.2;1.52;0.66;0.63;0.69;2.22;4.1;9.4
Sporophila nigricollis;Thraupidae ;2001-10-13;F;A;-;-;-;-;-;-;-;-;9.7
Sporophila nigricollis;Thraupidae ;2001-10-13;M;J;-;-;-;-;-;-;-;-;10.2
Sporophila nigricollis;Thraupidae ;2001-10-13;F;A;-;-;-;-;-;-;-;-;12.2
Sporophila nigricollis;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;7
Sporophila nigricollis;Thraupidae ;2001-10-13;M;A;-;-;-;-;-;-;-;-;11
Sporophila nigricollis;Thraupidae ;2001-10-13;F;A;-;-;-;-;-;-;-;-;10.2
Sporophila nigricollis;Thraupidae ;2001-10-13;I;A;-;-;-;-;-;-;-;-;10
Sporophila nigricollis;Thraupidae ;2001-11-18;M;A;-;-;-;-;-;-;-;-;10.4
Sporophila nigricollis;Thraupidae ;2001-12-10;M;A;-;5.3;1.67;0.78;0.67;0.68;2.29;4.8;-
Sporophila nigricollis;Thraupidae ;2001-12-11;M;A;-;-;-;-;-;-;-;-;10.3
Stelgidopteryx ruficollis;Hirundinidae;1999-05-01;I;A;12.8;11.6;1.12;0.77;0.31;-;-;5.3;15.5
Stelgidopteryx ruficollis;Hirundinidae;1999-08-15;I;A;13.5;11.5;1.01;0.68;0.31;1.08;-;5.88;16.5
Stelgidopteryx ruficollis;Hirundinidae;1999-08-28;I;A;12.08;10.3;1.31;0.71;0.36;0.94;2.79;5.02;14
Stelgidopteryx ruficollis;Hirundinidae;1999-08-28;I;A;12.5;10.5;-;0.87;0.33;1.29;2.8;-;-
Stelgidopteryx ruficollis;Hirundinidae;1999-08-29;I;A;12.1;10.4;1.24;0.77;0.28;0.81;2.68;5.36;14
Stelgidopteryx ruficollis;Hirundinidae;1999-09-18;I;A;13;11.4;1.03;0.86;0.29;1.03;2.81;5.03;17
Stelgidopteryx ruficollis;Hirundinidae;1999-09-18;I;A;13;11;1.11;0.69;0.3;1.12;2.85;5.08;16
Stelgidopteryx ruficollis;Hirundinidae;1999-09-19;I;A;13;11.7;1.22;0.81;0.29;1.15;2.67;6.08;15
Stelgidopteryx ruficollis;Hirundinidae;1999-09-19;I;A;12.5;10.5;1.16;0.73;0.33;1.14;2.81;5.22;14
Stelgidopteryx ruficollis;Hirundinidae;1999-09-19;I;A;12.5;11.3;1.08;0.65;0.29;1.09;2.75;5.3;14.5
Stelgidopteryx ruficollis;Hirundinidae;1999-09-25;I;A;12.9;10.9;1.07;0.69;0.3;1.14;2.77;5.45;14
Stelgidopteryx ruficollis;Hirundinidae;1999-09-26;I;A;12.1;10;1.1;0.89;0.31;1.03;2.69;5.19;16
Stelgidopteryx ruficollis;Hirundinidae;1999-10-23;I;A;12.7;11;1.05;0.82;0.33;1.07;2.8;5.16;16.5
Stelgidopteryx ruficollis;Hirundinidae;2000-08-05;I;A;12.7;11.2;1.04;0.69;0.27;1.21;2.72;5.76;14.7
Stelgidopteryx ruficollis;Hirundinidae;2000-08-05;I;A;12.2;10.9;1.14;0.88;0.29;1.12;2.76;4.93;14.7
Stelgidopteryx ruficollis;Hirundinidae;2000-08-19;I;A;12.2;10.6;1.13;0.78;0.33;1.21;2.79;5.63;15.2
Stelgidopteryx ruficollis;Hirundinidae;2000-08-19;I;A;13.5;11.9;1.13;0.69;0.32;1.19;2.66;5.76;17.75
Stelgidopteryx ruficollis;Hirundinidae;2000-08-19;I;A;12.9;11.5;1.26;0.68;0.27;0.99;2.91;5.15;16.7
Stelgidopteryx ruficollis;Hirundinidae;2000-08-19;I;A;13.35;11.5;1.24;0.89;0.39;0.46;2.67;5.24;15.7
Stelgidopteryx ruficollis;Hirundinidae;2000-08-20;I;A;13.7;11.9;1.24;0.64;0.27;1.27;2.69;5.32;15.2
Stelgidopteryx ruficollis;Hirundinidae;2000-08-20;I;A;13;10.9;1.08;0.64;0.31;1.06;2.64;5.6;14.2
Stelgidopteryx ruficollis;Hirundinidae;2000-08-20;I;A;13.2;12;1.14;0.65;0.26;1.1;2.61;5.71;14.2
Stelgidopteryx ruficollis;Hirundinidae;2000-08-20;I;A;12.6;10.8;1.09;0.75;0.28;1.09;2.74;5.4;14.7
Stelgidopteryx ruficollis;Hirundinidae;2000-09-10;I;A;13;10.7;1.16;0.71;0.32;1.28;2.75;5.11;16.1
Stelgidopteryx ruficollis;Hirundinidae;2000-10-21;I;A;13;11.3;1.28;0.74;0.74;1.2;3.14;6.35;15.7
Stelgidopteryx ruficollis;Hirundinidae;2000-11-20;I;A;-;-;-;-;-;-;-;-;16
Stelgidopteryx ruficollis;Hirundinidae;2001-03-06;I;A;12.8;10.1;1.08;0.68;0.3;1.24;2.75;5.4;15
Stelgidopteryx ruficollis;Hirundinidae;2001-04-08;I;A;12.5;10.51;1.82;0.66;0.28;0.92;2.72;5.28;13.4
Stelgidopteryx ruficollis;Hirundinidae;2001-08-11;I;A;12.5;11.2;0.87;0.56;0.29;0.78;2.7;4.8;13.7
Stelgidopteryx ruficollis;Hirundinidae;2001-08-12;I;A;12.5;11.9;-;0.77;0.26;1.21;1.87;5.95;12.1
Stelgidopteryx ruficollis;Hirundinidae;2001-08-18;I;A;14.5;11.1;1.05;0.71;0.29;1.24;2.66;5.48;14.6
Stelgidopteryx ruficollis;Hirundinidae;2001-09-08;I;A;12.8;11.2;1.88;1.36;0.27;1.15;2.56;4.78;11.7
Stelgidopteryx ruficollis;Hirundinidae;2001-10-13;I;A;11.8;11.2;1.28;0.71;0.3;1.02;-;5.3;15.9
Stelgidopteryx ruficollis;Hirundinidae;2001-10-13;I;A;12.5;10.2;-;-;-;-;2.69;-;19.4
Stelgidopteryx ruficollis;Hirundinidae;2001-10-13;I;A;13;11.2;1.07;0.67;0.29;1.2;2.75;5.54;15
Stelgidopteryx ruficollis;Hirundinidae;2001-12-11;I;A;-;-;-;-;-;-;-;-;15.9
Stelgidopteryx ruficollis;Hirundinidae;2002-02-06;I;A;13;11.35;1.15;0.82;0.27;1.08;2.81;5.99;16.8
Stelgidopteryx ruficollis;Hirundinidae;2002-03-03;I;A;12.5;-;-;-;-;-;-;-;14.5
Stelgidopteryx ruficollis;Hirundinidae;2002-11-29;I;A;12;11;-;-;-;-;-;-;15.5
Stelgidopteryx ruficollis;Hirundinidae;2004-10-16;I;A;13;11.3;1.43;1.74;0.3;1.39;2.84;6.07;16.09
Stelgidopteryx ruficollis;Hirundinidae;2004-10-16;I;A;14;11;1.35;0.94;0.37;0.88;2.79;5.74;17.5
Stelgidopteryx ruficollis;Hirundinidae;2006-12-20;I;A;11.1;10.5;0.95;0.74;0.38;1.02;2.77;5.01;13.9
Stelgidopteryx ruficollis;Hirundinidae;2006-12-20;I;J;13;10.6;1.29;0.81;0.38;1.76;2.73;4.88;15.3
Stelgidopteryx ruficollis;Hirundinidae;2006-12-21;I;J;12.8;10.8;1.35;0.77;0.3;0.62;2.57;4.59;16.9
Stilpnia cayana;Thraupidae ;1999-08-14;M;A;13.3;7.7;1.65;1.01;0.62;0.75;3.12;5.56;21
Stilpnia cayana;Thraupidae ;1999-08-14;M;A;14;7.2;2.29;1.2;0.57;0.8;3;5.68;19.7
Stilpnia cayana;Thraupidae ;1999-08-15;M;A;-;-;-;-;-;-;-;-;20.5
Stilpnia cayana;Thraupidae ;1999-08-15;M;A;13;7.4;1.95;1.19;0.59;0.94;3.23;5.57;21
Stilpnia cayana;Thraupidae ;1999-08-15;F;A;14;7.6;2.19;1.18;0.68;0.88;3.03;4.22;24.7
Stilpnia cayana;Thraupidae ;1999-08-15;M;A;-;-;-;-;-;-;-;-;22
Stilpnia cayana;Thraupidae ;1999-10-23;M;A;-;-;2.74;1.2;0.53;1.34;-;-;-
Stilpnia cayana;Thraupidae ;1999-10-23;F;A;13.5;7.5;2.22;1.1;0.6;0.81;3.2;5.2;19.4
Stilpnia cayana;Thraupidae ;1999-10-24;M;A;14;7.5;2.15;0.98;0.56;1.11;3;5.27;18
Stilpnia cayana;Thraupidae ;2000-03-18;I;I;-;-;-;-;-;-;-;-;18.7
Stilpnia cayana;Thraupidae ;2000-08-19;M;A;13.6;7;1.99;1.4;0.67;1.29;2.9;5.9;17.8
Stilpnia cayana;Thraupidae ;2000-09-19;F;A;-;-;-;-;-;-;-;-;18.2
Stilpnia cayana;Thraupidae ;2000-10-21;F;A;-;-;-;-;-;-;-;-;18
Stilpnia cayana;Thraupidae ;2000-10-21;I;I;12.65;7.3;1.88;1.04;1.02;1.19;3.05;5.92;18.9
Stilpnia cayana;Thraupidae ;2000-12-17;F;A;13.2;7.28;2.14;1.11;0.7;1.16;3.35;5.41;26
Stilpnia cayana;Thraupidae ;2000-12-18;M;A;-;7.3;1.96;1;0.58;0.93;3.05;5.81;23
Stilpnia cayana;Thraupidae ;2001-01-29;M;A;14;7.4;1.94;0.86;0.55;0.96;3.1;6.14;21
Stilpnia cayana;Thraupidae ;2001-03-07;M;A;13.5;7.5;-;-;-;-;3.27;-;21.7
Stilpnia cayana;Thraupidae ;2001-08-11;M;A;14.5;7.5;2.05;1.5;0.58;0.95;3.01;5.16;21.1
Stilpnia cayana;Thraupidae ;2001-08-19;I;J;-;-;-;-;-;-;-;-;19.1
Stilpnia cayana;Thraupidae ;2001-09-09;I;J;-;-;-;-;-;-;-;-;23.1
